Age,Tenure,MonthlyCharge,TotalCharge,ContractType,InternetService,Churn
68,7,60.99048896962883,2775.828778914205,One year,DSL,Yes
40,14,103.98022856356172,2698.171425073345,Month-to-month,Fiber optic,Yes
32,7,58.3832951933044,7828.633237745342,One year,DSL,Yes
45,9,77.18722712271865,6855.167045508456,Month-to-month,DSL,No
51,48,78.77693608621982,5615.3354954902725,One year,DSL,No
19,59,38.447625313363936,5821.9129576908135,Two year,No,No
49,39,56.22354416522884,4505.340899332517,One year,DSL,No
40,18,53.451128874193216,7577.783523525983,One year,Fiber optic,No
39,59,22.61967085320648,3980.144848001245,Two year,DSL,Yes
68,17,22.419176389135526,3056.5313247617582,Month-to-month,DSL,No
42,14,103.16970436757735,1321.021988714096,Two year,DSL,No
39,31,47.30708099728124,6293.921105043242,One year,Fiber optic,No
39,24,71.80787662388154,5880.862577963219,Month-to-month,DSL,No
66,60,49.8725573588773,3087.1532074225966,Two year,Fiber optic,Yes
69,45,114.06792451153404,221.0434433946503,Month-to-month,Fiber optic,No
59,3,45.92967588657737,6715.198675189726,Month-to-month,DSL,No
23,37,62.96568127389351,111.11550796350758,Two year,Fiber optic,No
32,43,107.27302504846018,5635.524241439826,Month-to-month,No,No
60,40,104.19335667918087,7762.651735613936,Two year,DSL,No
54,55,38.61014178462773,3512.5373986226637,One year,DSL,Yes
50,39,100.26433097957104,1895.087771867703,Month-to-month,Fiber optic,No
25,15,65.81868867378927,5644.870660146186,One year,Fiber optic,Yes
61,4,68.29688720853552,6540.682573284369,One year,DSL,No
61,25,33.34799724159438,4380.513922301221,Month-to-month,No,No
22,13,28.060151375712465,7736.9414965440465,Two year,Fiber optic,No
56,33,92.79393069737652,432.3163988305296,Month-to-month,Fiber optic,No
21,16,69.64611523552998,4048.2688744701345,One year,No,No
23,42,63.68507026151796,5753.26249963395,One year,No,No
62,66,92.95082286523967,6903.870959770448,Two year,DSL,No
49,55,96.55128989911097,1450.4597830241646,Month-to-month,No,No
69,42,35.89081676693536,6404.027784474178,One year,DSL,No
47,34,81.02251494776414,4430.602464233992,One year,No,No
64,30,33.535408227768556,3184.4983822799063,One year,Fiber optic,No
52,13,95.13750860290457,1071.0859280611667,Two year,DSL,No
57,13,85.69551562671396,6925.060156093121,One year,DSL,No
69,18,115.6614621083458,1275.0402012741285,One year,DSL,No
33,32,26.89580163564212,2492.107116488612,Month-to-month,No,Yes
30,39,25.70547211512543,2334.5633450602463,Month-to-month,Fiber optic,Yes
67,46,48.218707469320016,6973.883992843017,One year,DSL,Yes
59,29,46.1705683735906,5388.169893787006,One year,DSL,No
47,62,44.69787990719998,6377.517549587151,Month-to-month,DSL,No
36,62,110.62545805210367,2018.7338323641418,Two year,DSL,No
34,57,44.95461998495061,5006.4953148638515,Two year,Fiber optic,No
36,16,47.1949726128631,4582.532945487114,Two year,No,Yes
45,56,95.93982624179637,6665.986406770403,Two year,Fiber optic,No
43,10,64.973984245054,7250.574742640459,Two year,DSL,No
54,30,97.67105569551812,117.01103638954672,Two year,Fiber optic,No
43,25,26.536615756438522,5398.678954089165,Two year,DSL,No
40,5,68.75711936733843,433.64967697543756,Two year,No,No
26,65,23.361360018328263,4399.8921473173,Month-to-month,No,No
29,49,26.26532034553545,2315.309177768552,Two year,No,No
18,3,110.64374533444109,2468.077264186687,Two year,DSL,No
18,45,33.92453711175952,2836.6088575498056,Two year,Fiber optic,No
64,14,73.24206822752171,4977.913743415888,One year,No,Yes
51,30,61.10956026007065,2685.718726036778,Month-to-month,DSL,No
49,68,54.73433262588427,5866.938423710438,Month-to-month,DSL,No
65,18,109.98333456872724,3248.12853687948,Month-to-month,Fiber optic,No
42,62,22.18233967754895,565.4585384734697,Two year,No,Yes
57,37,86.37896861755891,6274.403543023176,Two year,DSL,No
62,25,116.33944342135504,2300.351430249794,One year,Fiber optic,No
18,48,76.0168183461842,3473.4796992021156,Month-to-month,No,Yes
33,65,113.68224620330918,5489.842188110774,Two year,Fiber optic,No
56,53,25.225787928602376,2673.000134046722,Month-to-month,Fiber optic,Yes
22,15,61.87933190741614,471.5535360507907,One year,DSL,Yes
39,49,46.015779096205115,3003.8899551622526,One year,DSL,Yes
46,68,93.08209649807299,7556.699689900542,One year,DSL,Yes
20,12,118.12970904972467,5141.040490442494,Month-to-month,Fiber optic,No
29,59,45.65300624442478,5378.403606364312,Two year,DSL,Yes
43,37,85.41746014740745,5065.611586028366,Two year,Fiber optic,No
33,61,39.809763275974014,1607.9572688963055,One year,Fiber optic,Yes
68,43,76.53302545716099,3358.3042355361954,Two year,DSL,No
54,70,66.39324866883362,6012.49959093928,One year,No,Yes
39,39,117.2005329631537,828.95572247421,Month-to-month,No,No
46,56,80.85272726964666,2237.2651531959036,One year,No,Yes
31,63,54.950637208681876,2225.026485557512,Month-to-month,Fiber optic,No
45,46,31.409578488793336,3467.511042204158,One year,Fiber optic,No
22,11,35.124682873493455,7843.342552718636,Two year,Fiber optic,Yes
64,62,42.53169299512351,558.6703225368991,Two year,DSL,No
66,25,45.0966661340298,4159.233935157148,One year,Fiber optic,Yes
47,71,105.06160578411378,1451.3301624574394,Two year,DSL,Yes
63,52,76.12227882825249,7765.998832369758,Two year,DSL,Yes
69,4,72.33909113743664,924.1619677251643,Two year,No,No
22,59,31.476887186921747,3240.735998845498,Month-to-month,No,No
29,20,106.0139693349435,5908.322178980157,Two year,No,No
33,63,92.28143032084837,5642.344335659013,Month-to-month,DSL,No
43,54,26.76683619000016,3393.3745224135796,One year,DSL,No
43,57,90.78350972297687,2785.2628602626914,Two year,DSL,Yes
65,41,74.35382173426461,3192.946780851907,Two year,Fiber optic,No
38,3,28.172534574677826,2128.9245800059416,Two year,DSL,Yes
56,6,65.83006415286565,1658.5568508802623,One year,No,Yes
53,5,68.4696287130047,3874.656786519942,Month-to-month,No,Yes
50,5,36.57745401632758,2162.8993734195064,Month-to-month,DSL,Yes
47,54,114.56981470002823,2313.944085880056,Two year,DSL,No
54,47,104.99753714806619,5260.913386526965,One year,No,No
40,49,86.90223373291083,7748.92790696514,One year,DSL,Yes
27,9,66.22955610006072,4837.024860463814,One year,No,No
22,20,61.17655415845085,634.2961471784309,One year,Fiber optic,No
53,61,85.09734671509541,623.1572385554545,One year,No,No
51,35,74.54318694069055,7612.3573023476165,Month-to-month,Fiber optic,Yes
69,50,26.227310588188562,2392.3805066525224,Month-to-month,DSL,No
48,62,71.25026487703317,754.694548938154,Month-to-month,DSL,No
27,17,100.64036172328395,4800.375805460045,Two year,Fiber optic,No
36,3,65.9239877596958,4996.717250756324,One year,DSL,No
49,32,25.195657755426843,5195.068464547131,Two year,Fiber optic,Yes
18,13,98.6278199384033,2153.8681823031798,One year,DSL,No
22,68,40.13637821359744,140.58326003151078,Month-to-month,No,No
62,14,45.862083488803876,7720.822648246685,Two year,DSL,No
21,11,36.47063534322959,2022.1265046149979,Month-to-month,No,Yes
33,56,53.02150648714976,5414.689778659329,One year,No,No
41,67,95.6751505688635,5658.906361632103,One year,Fiber optic,No
33,29,71.93858595039373,4887.859188294296,One year,DSL,No
19,9,40.488127415071254,2517.0010058249127,Month-to-month,Fiber optic,No
66,67,107.78300781520409,2183.3481050372447,One year,DSL,No
45,25,107.95818549515292,4789.39289596757,Month-to-month,No,No
49,42,107.05784250460069,6931.4431562212985,Two year,No,No
44,9,43.87962113815393,7574.935156808697,One year,DSL,Yes
37,40,65.12393441809881,865.1283191419859,One year,DSL,Yes
41,25,118.49896561408751,1255.5323285298043,One year,Fiber optic,No
29,5,97.20124763099903,7558.995345088975,Two year,DSL,Yes
67,11,22.71674212255598,5897.551122111645,One year,DSL,Yes
52,59,26.520459126049204,7066.290722141589,Month-to-month,DSL,Yes
50,38,66.39313768123327,1637.0084204000384,Month-to-month,Fiber optic,No
50,5,110.92202058615601,4708.9352514530265,One year,DSL,Yes
68,48,73.87017979527143,5615.09396345144,One year,No,No
60,18,69.78125080342903,5447.292845866842,Two year,Fiber optic,Yes
54,70,30.547369995663058,3277.050493116251,Two year,Fiber optic,No
29,37,85.6780104724294,142.85123569664165,Two year,No,No
20,60,102.21031606002255,4671.74993329802,One year,No,Yes
18,48,58.04200075075623,2039.750282653278,Two year,No,No
50,28,97.56118509253275,3613.028884220265,Two year,DSL,No
57,69,116.44766539008116,7661.496500368862,Month-to-month,No,No
27,40,40.37664591276891,3204.301834786629,Two year,DSL,No
60,45,72.33296311947413,6721.616821182125,Month-to-month,Fiber optic,No
61,62,48.713795808457554,1524.554033879024,Month-to-month,Fiber optic,No
46,58,99.28544190338394,5386.23477423973,Two year,No,No
30,67,77.75933658811576,7816.515496422769,Month-to-month,DSL,Yes
29,56,83.45824175503037,833.1069449660356,One year,No,No
48,40,99.79141596158941,86.39313897299226,One year,No,No
63,40,59.59704726624549,3479.9906852082627,Two year,DSL,No
19,33,111.50900684070432,759.1513547499102,One year,No,Yes
68,6,73.302886724614,5992.107110416327,Month-to-month,Fiber optic,No
67,19,35.7954822835348,7318.0983375115,One year,No,No
52,40,89.58991181688025,3483.4873622158957,Two year,DSL,No
40,59,99.32613504382545,2084.5189044004187,Two year,DSL,No
34,59,51.676167706752665,3486.538485672746,Month-to-month,Fiber optic,No
43,48,105.7179256998753,5793.113586443008,Two year,DSL,No
25,41,110.61432547657664,92.25220941136041,One year,DSL,No
46,13,47.6904487377809,4723.842836087883,Two year,Fiber optic,No
43,45,118.3521472715222,4914.067645401285,Month-to-month,No,No
27,53,34.071152804875844,5108.752210229565,Two year,Fiber optic,No
43,42,40.201566840249,1951.3361982474003,One year,No,Yes
51,63,38.422483923802616,5718.140732557452,Month-to-month,Fiber optic,Yes
68,27,109.39897100078704,749.3040609275757,One year,No,No
58,38,85.42925523249619,1610.1772850050704,Month-to-month,Fiber optic,Yes
24,60,35.21042832222729,7022.210972302766,Two year,No,Yes
21,7,64.03234183683489,5915.010742797999,Month-to-month,Fiber optic,No
67,5,81.5298025069802,129.6895210105351,Month-to-month,No,Yes
62,45,28.34640849893833,2002.0425577510057,Two year,Fiber optic,No
28,58,108.24163684073388,1730.9637342854533,One year,DSL,No
46,31,100.36035354415351,2181.034497735041,Two year,No,No
53,23,70.52067735766383,1995.5269668334936,Month-to-month,Fiber optic,No
42,42,116.71266152591704,518.959840027909,Two year,No,Yes
38,10,61.77609792750997,3682.345322442626,Month-to-month,No,No
53,32,118.41103190364979,5867.213128793598,Two year,Fiber optic,Yes
27,53,86.79199988036271,4861.719163245142,Two year,No,No
54,30,83.46712732539415,5389.515915412677,One year,Fiber optic,No
26,39,36.5954895295785,667.5704447191885,Month-to-month,DSL,No
41,31,108.1927758304644,7612.895867210762,One year,No,No
52,2,62.74896879206152,6711.164834067338,Month-to-month,DSL,No
66,12,36.223340578247935,6444.620741595389,Two year,No,No
52,39,21.260751997575905,6587.410764233305,Month-to-month,No,No
65,66,75.97556836383825,7463.029854899436,One year,No,No
53,13,72.73996221226764,4363.146649587307,One year,Fiber optic,No
35,46,91.93536223691585,1618.2505025836547,One year,DSL,Yes
66,27,109.02580530178021,4941.933190663279,Month-to-month,No,No
56,17,27.940658464302953,5948.1943194701535,One year,Fiber optic,Yes
49,60,93.14964903403623,5908.580798965123,One year,No,No
41,64,38.74119440975822,4181.163212851703,One year,Fiber optic,Yes
40,35,105.8177053157164,566.3005802819529,Two year,No,Yes
49,70,101.90635138616561,2981.48124867242,Two year,DSL,No
54,30,74.07937549855444,7367.717535537591,Month-to-month,DSL,No
29,71,91.02427986233116,4683.9022998642595,Month-to-month,No,No
66,63,51.43501131837484,4315.888907180593,One year,Fiber optic,Yes
30,28,67.11678989328146,2165.4510447699045,Two year,No,Yes
40,60,102.16368977104716,2960.2223809342995,One year,Fiber optic,No
42,37,65.92651971732138,7164.861791442291,One year,No,No
52,22,55.77982653254418,5338.375119264149,Two year,Fiber optic,Yes
58,68,69.42124472503,6303.3484734836165,Two year,DSL,No
47,20,102.82492524372184,3645.676476079888,Two year,No,No
34,68,53.520804737087275,5049.37281126014,Month-to-month,DSL,No
66,64,37.37615931357438,2002.101197770796,Month-to-month,DSL,No
37,17,91.20140203307808,5649.577425662221,One year,No,No
65,12,102.59782127080818,3432.258642952632,Month-to-month,No,Yes
42,22,30.063747852353334,3551.5132082216696,Two year,Fiber optic,Yes
39,17,43.98741127559447,5201.592150123515,Two year,Fiber optic,No
30,10,34.197198976099386,7491.519359322035,Month-to-month,DSL,No
36,65,54.79414115821666,530.770645936795,One year,Fiber optic,No
66,22,65.03509789054127,6601.451034029121,One year,Fiber optic,No
53,50,94.88263369633064,2353.217221089301,Month-to-month,No,No
29,14,85.11475848816741,3562.477246960895,One year,Fiber optic,No
58,64,82.09285674784311,194.86836362457146,One year,DSL,Yes
36,47,55.23749466096544,2422.347701117818,One year,Fiber optic,No
29,29,104.144755308476,4030.9973161884413,Two year,DSL,No
26,36,67.12871673981645,468.2850972325633,Two year,No,No
24,52,117.91049380151546,3938.9439204776577,Month-to-month,DSL,Yes
45,7,83.41421382957368,7418.34281829025,Two year,Fiber optic,No
31,29,32.62647415645027,861.0378805002856,One year,No,No
48,11,87.6177562075434,6120.237010042525,Two year,Fiber optic,No
69,33,52.5104015431699,3289.175005940421,Month-to-month,No,Yes
36,6,88.63271966860974,5248.286241904218,Two year,No,No
64,32,26.964114816240574,2096.6880519221304,One year,Fiber optic,No
33,51,37.48814371759594,1292.7482550800391,One year,Fiber optic,No
22,58,105.57372589057863,1300.491661884387,Month-to-month,No,Yes
52,26,42.71795570235149,582.5257262322943,Two year,No,No
29,46,103.704112524294,1501.4607051119192,Two year,Fiber optic,Yes
42,29,47.92760884544104,5320.470692211967,Two year,DSL,No
69,4,84.28819100587077,7055.891082511194,One year,Fiber optic,No
38,13,89.4150573509831,6516.7229710174715,Month-to-month,No,No
53,39,71.2654753145053,5487.3717927983835,Two year,Fiber optic,No
40,15,50.53106766967313,901.2462700205994,One year,DSL,Yes
33,29,41.26443763710961,2327.7158214416795,One year,Fiber optic,No
56,29,23.31893545624262,2492.2588650733023,One year,No,No
62,32,50.39464012407238,2014.6564322530173,Two year,Fiber optic,No
59,2,85.3162790531283,4129.74516448359,Two year,No,No
56,47,113.83048184484826,4293.719442739787,Two year,No,No
31,22,107.1204482263052,2867.9500818654597,Two year,Fiber optic,No
48,27,96.60647765353026,2843.2374867167596,Two year,No,Yes
22,67,98.84473432532987,6631.873671290529,Two year,No,No
52,56,86.49849034759953,6318.556929591091,Two year,DSL,No
40,21,46.0286857566003,2476.21073681235,Two year,DSL,No
46,47,110.71950307058299,7312.031782108609,Two year,DSL,No
60,59,87.0732311905834,7623.463835679998,One year,DSL,Yes
28,6,76.04406309804399,2627.405485399726,Two year,No,No
35,19,31.09894692134811,2848.3110913685778,Month-to-month,Fiber optic,Yes
64,57,64.70555438064254,4054.9605443072314,One year,No,No
29,69,66.03582712019264,7530.144084018715,Two year,No,No
26,3,106.45636095226699,7013.029076475646,Month-to-month,No,No
27,1,74.66482201877885,838.4923414170466,Two year,Fiber optic,No
61,58,58.04005489704097,3153.9913313059014,Month-to-month,DSL,No
34,38,117.68003285106593,4435.902094203179,Month-to-month,No,No
55,15,31.072059332631568,4034.9971309612893,Month-to-month,No,Yes
24,34,62.25484283119446,1567.0272821364035,Month-to-month,DSL,Yes
63,61,24.20246751714053,6873.357833921875,One year,No,No
30,35,93.99041207669303,5421.987448314762,One year,Fiber optic,No
57,64,111.80765521991506,6706.508831317393,Month-to-month,No,No
59,25,48.003732955048946,6872.9389492087885,Two year,No,No
26,24,105.83416767991208,5991.879712252603,Month-to-month,DSL,No
67,12,49.221823046189776,3524.9005979727444,One year,No,No
44,18,111.07701616439152,4892.163105023088,Two year,No,No
19,15,95.3961903596784,1299.7159408355503,One year,Fiber optic,Yes
22,27,100.49067768414386,5395.690431449763,One year,DSL,No
46,60,21.80065556004545,1450.4409807994605,Two year,DSL,No
54,46,116.2810357074026,5557.717732271051,Month-to-month,Fiber optic,No
55,17,92.66709920703232,1852.19332281667,Month-to-month,No,No
36,53,50.47510953861333,958.0593751987553,Month-to-month,DSL,Yes
25,8,102.9394664858847,1338.9702313408002,Month-to-month,DSL,No
65,27,48.152119841493,35.89723904818074,Two year,No,No
62,46,107.2753839566128,5755.542150471171,Two year,No,Yes
18,50,31.2580390411937,5864.560371485865,Two year,DSL,No
39,71,90.36859774607957,4129.16813230781,One year,No,No
69,3,74.06984766449104,1307.675152421962,Two year,DSL,No
34,64,29.653447019544082,686.7636133353042,Month-to-month,No,No
24,44,44.1893828258839,172.64915216955035,One year,No,No
42,53,21.240403627731478,1342.6704521824613,Month-to-month,Fiber optic,No
62,24,66.87679654645058,7129.027169165511,Month-to-month,No,No
21,60,50.12652607600003,1947.4639967794205,Two year,Fiber optic,No
53,3,79.83574842977589,2847.085191193381,Two year,No,Yes
23,20,49.72378077086172,860.6569661610388,Month-to-month,DSL,No
48,46,49.99191115069847,1794.443211890399,Month-to-month,DSL,No
36,15,94.31931987316034,4163.412074826037,One year,No,No
61,25,24.814283597835345,4869.866411103308,Two year,No,No
56,71,110.28949951919873,1977.9114670463644,One year,DSL,No
44,17,105.22638743911814,480.70263061643533,One year,No,No
27,9,86.78046832264066,3140.442295636641,One year,Fiber optic,Yes
43,38,79.32215701073844,1888.9428999921465,Month-to-month,Fiber optic,Yes
36,48,109.23024981396523,1772.0403073738196,One year,Fiber optic,No
56,60,38.53301795287145,7679.705165653373,One year,Fiber optic,No
20,63,27.89691621908286,4938.077877687278,Month-to-month,Fiber optic,Yes
62,2,43.95101699095381,4463.889976513326,Two year,No,Yes
30,11,99.45782787001903,3337.885326116109,Two year,No,No
67,64,23.46702667264833,3442.9757807725514,One year,Fiber optic,No
45,21,78.28068350834897,4336.421930627885,Month-to-month,No,No
37,18,119.54375161913099,5577.509860148136,Two year,No,No
45,64,105.56960938375394,5623.125847530999,One year,Fiber optic,Yes
25,38,72.14456890435895,1390.1173834894876,One year,No,No
58,32,26.364090928664233,4010.8997615714834,Month-to-month,No,No
56,11,103.13735143857099,3307.4255983721337,One year,No,No
18,45,79.89785081772106,6966.805190829686,Two year,Fiber optic,Yes
20,33,31.493299705956684,5058.722991322644,Month-to-month,No,Yes
30,41,29.385728482335622,4269.382449999534,Two year,DSL,Yes
45,8,110.96268194365923,940.8492445877606,Two year,DSL,No
66,11,86.92002629380784,4852.990356800823,Two year,Fiber optic,No
42,51,102.92867993167555,955.2871673282627,One year,DSL,No
50,41,107.89789002822673,2710.9084730147015,One year,Fiber optic,No
55,17,77.17723520483221,1159.8788792183684,Two year,DSL,No
23,46,71.74463517550413,5542.747703254464,Two year,DSL,No
61,32,63.042741032099016,1665.8918684124978,Month-to-month,DSL,No
62,54,51.69465877911193,3147.0377980404473,Month-to-month,Fiber optic,No
49,20,63.459596085871176,7167.484725397854,One year,Fiber optic,No
62,33,97.38796557301563,1650.444739523783,One year,No,No
64,40,80.19234310151316,4072.2844103910575,Month-to-month,Fiber optic,No
38,32,109.2523289954846,3365.7878561048556,Two year,DSL,No
33,2,64.33800143791876,164.62984754492328,One year,DSL,No
38,33,80.7089578718754,6346.209746311046,Two year,Fiber optic,No
28,30,83.13075530919888,570.9863323905058,Month-to-month,Fiber optic,No
54,33,79.16971623063256,3804.5550673960897,One year,Fiber optic,No
53,26,90.26337730855164,4494.212793612821,One year,No,No
52,22,43.74334683748063,5034.843123784405,Month-to-month,DSL,Yes
36,66,71.23637775457907,5515.2804018768475,One year,No,No
37,38,30.42248028083477,2041.1136205112664,Month-to-month,No,No
35,46,58.45113276448126,99.630637734426,One year,DSL,Yes
64,15,68.76670686212644,5793.080425592198,Month-to-month,DSL,Yes
58,44,85.22242595454725,4294.539662793677,One year,Fiber optic,Yes
66,49,115.05310525862035,6692.219271593845,Two year,Fiber optic,No
31,61,80.06510665483559,6574.67913594754,Two year,No,No
32,67,94.35939161765597,6749.742818947308,Two year,Fiber optic,No
48,6,70.62660594952027,3891.0553866367304,One year,Fiber optic,No
18,9,83.41040313763312,2682.354598778188,One year,DSL,No
20,6,27.093221613377345,6336.634456679132,Two year,DSL,No
33,32,45.4391580841847,3621.3270219734545,Two year,Fiber optic,No
40,41,56.185309320513866,1483.8687272994073,Month-to-month,DSL,No
28,8,67.24933550065136,6842.692676100565,Month-to-month,Fiber optic,Yes
29,50,24.564874550238372,7062.827816643331,Month-to-month,DSL,No
27,62,34.00240975533177,3741.1518539985577,Two year,DSL,No
49,62,47.68143077913058,624.083823932104,Two year,DSL,No
33,7,117.15326909010507,3114.8521975371114,Two year,DSL,No
25,4,53.134700710305076,6432.230522511575,Month-to-month,Fiber optic,No
55,6,68.20410581120825,7216.156747798905,One year,No,Yes
29,58,39.60977127383929,1643.7124851308147,Two year,DSL,No
41,22,81.07800710757682,554.4494239616668,One year,Fiber optic,Yes
45,26,48.068321551597435,7021.256616000052,One year,Fiber optic,No
25,3,40.69925784384267,3127.451413051425,One year,DSL,No
45,41,71.65726284459791,4343.2524948551545,Month-to-month,No,No
53,60,20.550579916042082,7745.165180165056,One year,DSL,No
43,14,20.766403264922534,551.1865287554983,Two year,Fiber optic,No
25,12,41.90688091018578,5193.577699467723,Month-to-month,No,No
67,12,23.672136250082115,611.3612721474393,Two year,Fiber optic,No
45,13,30.802575413069135,3016.242049162673,Two year,DSL,No
45,25,53.88606493387516,6434.440070643705,Month-to-month,No,No
54,45,100.25856795798128,3479.1084173899626,Two year,Fiber optic,No
58,19,77.20486433693009,7977.5151841455445,Two year,Fiber optic,Yes
53,55,71.26677259564164,4481.2930938738855,Month-to-month,Fiber optic,No
44,45,49.348882320812166,2582.8739780349088,Two year,DSL,No
34,8,113.17537194328163,1776.4883807199299,One year,No,No
26,53,59.70150412371917,2817.153863603571,Two year,DSL,Yes
50,55,28.70927667957715,2992.8155246012157,One year,DSL,No
37,32,81.70665161178013,568.3351482372086,Two year,DSL,Yes
30,51,31.383839347660142,2969.20211142565,Month-to-month,No,Yes
45,44,54.52231428016921,3724.623387519015,Month-to-month,DSL,No
65,70,70.7411938717809,5787.447262865661,Two year,DSL,No
46,18,107.42225246851758,5260.701288078431,Month-to-month,DSL,No
30,22,69.35465803401186,5675.949928728651,Two year,DSL,No
63,37,90.22587660316643,86.74218137731965,Month-to-month,Fiber optic,No
52,56,119.28168389990704,1756.9858486526778,One year,DSL,No
23,59,33.148911989798165,5300.240621430855,Two year,Fiber optic,No
35,3,47.473152551951955,3882.235158074382,One year,DSL,No
68,28,59.45760755976464,62.40153583340065,One year,No,No
22,35,62.18281785388314,6439.8672466059425,Two year,Fiber optic,No
64,61,61.102107526554576,6187.020394856892,One year,Fiber optic,No
42,54,110.76110025565549,4396.38492068863,Two year,Fiber optic,No
19,63,91.40326444668564,550.3773396946515,One year,Fiber optic,No
27,7,80.79052140907038,6136.790095270026,Two year,No,No
47,49,50.93727178627821,4678.034430096284,Two year,DSL,No
67,31,102.37903842212947,6260.040617720514,Month-to-month,Fiber optic,No
62,58,115.5060511484989,6018.9409993188065,Two year,No,No
22,61,102.11982825502265,6427.95653422354,Two year,Fiber optic,Yes
50,24,20.15651051914729,4153.704369908906,One year,DSL,No
18,20,83.64013701834071,1139.7896551842496,Two year,Fiber optic,No
35,37,25.11353814421007,5375.836637569915,Month-to-month,No,No
49,4,45.76072203337219,4971.380804714725,One year,DSL,No
64,20,25.952470034777168,5943.180433848715,One year,No,No
66,60,80.37954529493877,1375.6504282848678,Month-to-month,DSL,No
28,24,88.65899134926067,1575.902095204308,One year,DSL,Yes
38,50,31.448763806590513,7125.467947410241,One year,DSL,No
43,49,58.38388830449795,6004.822831647525,One year,Fiber optic,No
42,51,65.62365089555419,7267.663339828577,One year,No,No
39,36,56.90530217609166,6074.548262888087,Month-to-month,No,No
44,66,32.1025000485193,4785.299341802609,Month-to-month,No,No
66,34,61.89477901874754,5239.9792414824315,One year,DSL,No
30,36,95.11780478084181,7115.240833041279,One year,Fiber optic,Yes
50,6,27.100766453325548,4638.877901005286,Month-to-month,DSL,No
51,39,28.018001408190344,5066.482768140531,Month-to-month,No,Yes
58,42,55.47712918359842,1268.6841937087327,Month-to-month,Fiber optic,No
52,58,114.1725711618925,3801.8913365265,One year,Fiber optic,Yes
18,12,86.85726467229141,5736.84895342563,One year,Fiber optic,No
38,3,87.86699566725648,2182.122732564596,Two year,No,No
65,18,56.1919990837865,1633.9883605857888,Month-to-month,Fiber optic,Yes
23,40,79.36607912085384,2524.3379296308362,One year,Fiber optic,No
45,21,21.01311840277434,1947.175011382811,Month-to-month,DSL,Yes
34,15,83.60960464095422,1735.002843550439,One year,DSL,No
22,26,111.32869475762368,3410.3097260873337,Month-to-month,Fiber optic,Yes
48,8,81.25734683448192,7264.551340790602,One year,Fiber optic,No
22,42,107.3698593466345,4066.335980974972,Two year,DSL,No
55,44,92.39730554660937,1519.6046389062778,Two year,DSL,Yes
20,14,32.055841640369025,634.2339216593751,Month-to-month,DSL,Yes
40,2,110.24533072858418,5575.326038200644,One year,No,No
54,37,26.64438443557749,3074.734140202375,One year,No,Yes
54,69,73.39674725477639,6578.210953751167,Month-to-month,DSL,No
27,38,34.213712379345765,5282.895933753346,One year,Fiber optic,No
27,41,21.170661073090407,6374.006775320121,Month-to-month,DSL,No
36,62,62.2034260127639,2190.129394559221,One year,No,No
34,60,49.50407076541562,5545.024201239244,Month-to-month,Fiber optic,No
38,14,68.60004937976029,2127.214637855876,One year,No,No
31,2,77.71998867345508,7513.766466013327,Month-to-month,Fiber optic,No
26,70,24.373907230894737,5098.266766636328,One year,No,Yes
63,17,32.30032951237456,2609.6041653992297,Two year,Fiber optic,Yes
18,28,75.86423964504255,2170.7046610923358,One year,Fiber optic,No
68,66,54.316735317265824,1543.594148871715,Month-to-month,Fiber optic,No
62,35,92.9173487549448,5563.234851971948,Two year,Fiber optic,Yes
30,5,85.22916485919397,1765.35059172346,One year,No,No
21,65,104.56043629899068,4770.520062101363,Two year,No,No
18,40,89.24928266692253,2131.7875148643516,One year,Fiber optic,Yes
66,56,62.99310773901481,5302.512179455071,Two year,Fiber optic,No
57,36,87.29666223944324,6523.219033753503,Month-to-month,No,Yes
49,45,47.538117425541856,6228.641440294332,One year,Fiber optic,No
51,23,50.631349877821265,6091.593620827638,One year,Fiber optic,Yes
45,47,98.89851599207933,1518.0247974241715,Month-to-month,Fiber optic,No
48,31,64.64195164015823,725.3118769364593,Two year,DSL,Yes
25,11,99.83803405183525,5597.611651329337,Month-to-month,Fiber optic,No
56,10,102.24223736682784,2959.4107660789236,Month-to-month,DSL,No
43,67,105.75623376612837,3470.1228866987117,Two year,Fiber optic,Yes
51,14,111.66352358412072,268.5697604912607,Month-to-month,No,No
20,10,63.098522051329624,2091.4200652148925,One year,DSL,No
67,1,51.88668183211388,288.7377029182229,One year,DSL,Yes
29,5,78.21987465941139,7035.902465357956,One year,Fiber optic,No
18,20,57.117242343762754,1962.3055320838732,Month-to-month,Fiber optic,No
61,8,80.1074166800233,4467.550613192604,One year,DSL,No
22,43,90.55858626438246,331.05497887582067,One year,No,No
47,1,88.84050184921368,5341.442182619151,One year,No,No
47,57,57.45528870201213,2597.758219117669,One year,Fiber optic,Yes
34,64,36.68602016987528,7185.395111922173,One year,No,No
65,28,63.05293384622075,7107.183147693606,One year,No,No
64,37,34.25941440819088,2615.8191345267473,Month-to-month,Fiber optic,No
40,47,109.00970351838083,7209.667947609933,One year,No,No
32,37,54.58774607378574,7969.338234520255,One year,Fiber optic,No
54,49,35.44597472233238,6606.816999709105,Two year,DSL,Yes
38,44,22.544775990575086,6762.073355086727,Month-to-month,Fiber optic,Yes
31,56,84.58223862864843,2007.0897141505375,Month-to-month,DSL,Yes
19,28,83.69023174547432,4622.0851428848955,Month-to-month,DSL,Yes
28,6,54.060416658129164,556.7021934595955,Month-to-month,No,No
